GenomeID	Genome_Mb
549374	3.72504
4469	3.72504
570536	3.72504
58371	3.72504
2282685	3.72504
2494558	3.72504
1798591	3.72504
2366606	3.72504
4452	3.72504
4304579	3.72504
4476265	3.72504
4388964	3.72504
3819035	3.72504
4388965	3.72504
4476264	3.72504
4482799	3.72504
272985	3.72504
4486037	3.72504
15692	1.49699
240847	1.49699
243947	1.49699
4336312	1.49699
4336310	1.49699
4336311	1.49699
3874912	1.49699
566143	1.49699
355090	1.49699
306804	1.49699
340188	1.49699
685260	1.49699
3135096	1.49699
3690857	1.49699
802343	1.49699
15691	1.49699
635607	1.49699
108386	1.49699
4336305	1.49699
605209	1.49699
83638	1.49699
3426113	1.49699
1105864	3.112325
4472456	3.112325
4480302	3.112325
4272077	3.112325
279464	3.112325
558510	3.112325
65356	3.112325
7498	3.112325
7494	3.112325
716823	3.112325
103598	3.112325
556258	3.112325
156285	3.112325
156297	3.112325
149791	3.112325
148474	3.112325
149228	3.112325
169683	3.112325
4439264	3.112325
4393477	3.112325
4322779	3.112325
4439265	3.112325
152444	3.112325
250409	3.112325
1110789	3.112325
1112522	3.112325
1106452	3.112325
1107513	3.112325
231879	3.112325
231905	3.112325
230977	3.112325
230240	3.112325
264975	3.112325
252483	3.112325
254906	3.112325
233447	3.112325
48511	3.112325
566087	3.112325
553173	3.112325
542115	3.112325
559819	3.112325
344051	3.112325
4464231	3.112325
160552	3.112325
160163	3.112325
161250	3.112325
160244	3.112325
160072	3.112325
4485600	3.112325
576892	3.112325
160728	3.112325
540623	3.112325
32422	3.112325
716385	3.112325
329789	3.112325
7499	3.112325
328708	4.08133
342292	4.08133
2118850	4.08133
311867	4.08133
170409	4.08133
4339357	4.08133
160222	4.08133
873972	4.08133
703842	4.08133
1031290	4.08133
1017432	4.08133
1091582	4.08133
4461617	4.08133
4301917	4.08133
347156	4.08133
4321582	4.08133
809084	4.08133
3633321	4.08133
3633322	4.08133
4345912	4.08133
4083995	4.08133
4385553	4.08133
2797397	4.08133
2066111	4.08133
185319	4.08133
334764	4.08133
864167	4.08133
1087493	4.08133
914198	4.08133
1011289	4.08133
997393	4.08133
956191	4.08133
1101968	4.08133
1100209	4.08133
1032108	4.08133
1003570	4.08133
1084696	4.08133
1008972	4.08133
1024847	4.08133
864780	4.08133
1034023	4.08133
998655	4.08133
1094564	4.08133
893371	4.08133
853526	4.08133
671154	4.08133
628331	4.08133
696862	4.08133
881402	4.08133
979367	4.08133
902484	4.08133
900858	4.08133
1021575	4.08133
987264	4.08133
887242	4.08133
1046102	4.08133
1009825	4.08133
919437	4.08133
1073564	4.08133
875569	4.08133
1078908	4.08133
868588	4.08133
916734	4.08133
910365	4.08133
1054555	4.08133
1047265	4.08133
932093	4.08133
1079405	4.08133
1054743	4.08133
1072291	4.08133
967683	4.08133
954460	4.08133
936360	4.08133
969878	4.08133
935635	4.08133
884230	4.08133
1000896	4.08133
1087058	4.08133
997652	4.08133
894290	4.08133
615610	4.08133
998367	4.08133
664839	4.08133
944924	4.08133
708440	4.08133
986792	4.08133
758273	4.08133
930059	4.08133
635655	4.08133
911672	4.08133
787759	4.08133
882335	4.08133
1041195	4.08133
795022	4.08133
889078	4.08133
657418	4.08133
1039929	4.08133
722306	4.08133
995586	4.08133
715113	4.08133
1008177	4.08133
652634	4.08133
955310	4.08133
620238	4.08133
1095059	4.08133
777222	4.08133
968244	4.08133
721701	4.08133
944285	4.08133
777364	4.08133
898647	4.08133
760086	4.08133
1080970	4.08133
674887	4.08133
970775	4.08133
661808	4.08133
1003066	4.08133
615529	4.08133
1058333	4.08133
693130	4.08133
946897	4.08133
771619	4.08133
999087	4.08133
703033	4.08133
929077	4.08133
743917	4.08133
900555	4.08133
757329	4.08133
1045406	4.08133
719857	4.08133
957500	4.08133
730038	4.08133
976642	4.08133
764133	4.08133
862753	4.08133
757859	4.08133
1095750	4.08133
699175	4.08133
937314	4.08133
714102	4.08133
1085697	4.08133
759847	4.08133
978929	4.08133
733966	4.08133
1001955	4.08133
626198	4.08133
958967	4.08133
635855	4.08133
978229	4.08133
649343	4.08133
1044526	4.08133
774097	4.08133
1021903	4.08133
686802	4.08133
1004653	4.08133
676664	4.08133
441151	4.08133
442083	4.08133
445417	4.08133
394580	4.08133
450210	4.08133
465575	4.08133
387228	4.08133
425728	4.08133
382354	4.08133
449655	4.08133
441863	4.08133
385810	4.08133
394020	4.08133
436668	4.08133
462118	4.08133
398450	4.08133
371878	4.08133
431872	4.08133
412022	4.08133
405400	4.08133
438192	4.08133
411067	4.08133
406286	4.08133
453832	4.08133
418636	4.08133
493204	4.08133
493314	4.08133
500258	4.08133
500339	4.08133
574800	4.08133
336593	4.08133
1055773	4.08133
1030404	4.08133
942064	4.08133
607280	4.08133
973970	4.08133
649087	4.08133
1048746	4.08133
712836	4.08133
979152	4.08133
618980	4.08133
955676	4.08133
697319	4.08133
444086	4.08133
450958	4.08133
450727	4.08133
1021912	4.08133
864296	4.08133
799749	4.08133
337195	4.08133
350391	4.08133
337358	4.08133
349355	4.08133
318841	4.08133
322207	4.08133
314511	4.08133
310959	4.08133
303547	4.08133
313439	4.08133
336373	4.08133
340621	4.08133
310209	4.08133
325266	4.08133
345544	4.08133
